1	1		tony	369	178	50	75	0	
2	1		tony	368	179	50	75	0	
3	1		tony	367	179	50	75	-2	
4	1		tony	365	181	50	75	-2	
5	1		tony	365	182	50	75	-2	
6	1		tony	365	182	50	75	0	
7	1		tony	367	183	50	75	0	
8	1		tony	370	183	50	75	0	
9	1		tony	373	183	50	75	0	
10	1		tony	380	184	50	75	0	
11	1		tony	386	184	50	75	0	
12	1		tony	395	185	50	75	0	
13	1		tony	406	187	50	75	0	
14	1		tony	418	187	50	75	0	
15	1		tony	431	187	49	74	0	
16	1		tony	444	189	49	73	0	
17	1		tony	457	189	49	73	0	
18	1		tony	469	189	49	73	0	
19	1		tony	479	189	49	73	0	
20	1		tony	490	189	49	73	0	
21	1		tony	499	189	49	73	1	
22	1		tony	507	189	49	73	2	
23	1		tony	513	189	49	73	2	
24	1		tony	521	190	49	73	2	
25	1		tony	526	191	49	72	2	
26	1		tony	531	191	49	72	2	
27	1		tony	538	191	49	72	2	
28	1		tony	542	191	49	72	2	
29	1		tony	546	191	49	72	2	
30	1		tony	551	191	49	72	2	
31	1		tony	554	191	49	72	2	
32	1		tony	556	191	49	72	2	
33	1		tony	558	192	49	72	2	
34	1		tony	561	192	49	72	2	
35	1		tony	563	192	49	72	2	
36	1		tony	564	193	49	72	2	
37	1		tony	564	193	49	72	2	
38	1		tony	564	193	49	72	3	
39	1		tony	563	194	49	72	3	
40	1		tony	563	194	49	72	3	
41	1		tony	562	194	49	72	3	
42	1		tony	561	194	49	72	3	
43	1		tony	559	194	49	72	3	
44	1		tony	557	194	49	72	3	
45	1		tony	555	194	49	72	3	
46	1		tony	551	194	49	72	4	
47	1		tony	548	194	49	72	4	
48	1		tony	543	194	49	72	4	
49	1		tony	538	193	49	72	4	
50	1		tony	532	193	49	72	3	
51	1		tony	526	193	49	72	3	
52	1		tony	516	191	50	73	3	
53	1		tony	509	191	50	73	3	
54	1		tony	501	189	50	73	3	
55	1		tony	491	189	50	73	3	
56	1		tony	481	188	50	73	3	
57	1		tony	472	187	50	73	3	
58	1		tony	463	186	50	73	3	
59	1		tony	455	185	50	73	3	
60	1		tony	447	185	50	73	3	
61	1		tony	438	185	50	73	3	
62	1		tony	431	183	50	73	3	
63	1		tony	424	183	50	73	3	
64	1		tony	418	182	50	73	2	
65	1		tony	412	182	50	73	2	
66	1		tony	408	182	50	73	2	
67	1		tony	402	182	50	73	2	
68	1		tony	400	181	50	73	2	
69	1		tony	398	181	50	73	2	
70	1		tony	395	180	50	73	2	
71	1		tony	394	178	50	73	2	
72	1		tony	393	178	50	73	2	
73	1		tony	392	177	50	73	2	
74	1		tony	392	176	50	73	2	
75	1		tony	392	175	50	73	3	
76	1		tony	393	175	50	73	3	
77	1		tony	394	175	50	73	3	
78	1		tony	395	175	50	73	3	
79	1		tony	396	175	50	73	3	
80	1		tony	398	175	50	73	3	
81	1		tony	400	175	50	73	3	
82	1		tony	402	175	50	73	3	
83	1		tony	403	175	50	73	3	
84	1		tony	403	176	50	73	2	
85	1		tony	403	176	50	73	4	
86	1		tony	403	176	50	73	4	
87	1		tony	401	175	51	74	4	
88	1		tony	401	175	51	74	4	
89	1		tony	400	175	51	74	4	
90	1		tony	398	175	51	74	4	
91	1		tony	395	175	51	74	4	
92	1		tony	393	175	51	74	4	
93	1		tony	390	175	51	74	4	
94	1		tony	388	174	51	74	4	
95	1		tony	386	174	51	74	4	
96	1		tony	383	174	51	74	4	
97	1		tony	380	172	51	74	2	
98	1		tony	380	172	51	74	2	
99	1		tony	379	172	51	74	2	
100	1		tony	376	172	51	74	2	
101	1		tony	373	172	51	74	-1	
102	1		tony	368	174	53	75	-4	
103	1		tony	368	174	53	75	-4	
104	1		tony	366	174	53	75	-4	
105	1		tony	359	177	55	75	-4	
106	1		tony	358	180	55	75	-4	
107	1		tony	353	180	55	75	-4	
108	1		tony	348	185	55	75	-8	
109	1		tony	350	185	58	77	-8	
110	1		tony	348	185	58	77	-8	
111	1		tony	345	188	61	78	-8	
112	1		tony	344	188	61	78	-8	
113	1		tony	341	188	61	78	-8	
114	1		tony	338	193	61	78	-8	
115	1		tony	337	193	61	78	-8	
116	1		tony	334	193	60	77	-8	
117	1		tony	333	195	60	77	-5	
118	1		tony	330	195	60	77	-5	
119	1		tony	328	195	60	77	-5	
120	1		tony	325	195	60	77	-5	
121	1		tony	323	195	60	77	-5	
122	1		tony	320	195	58	76	-5	
123	1		tony	316	194	55	73	-5	
124	1		tony	314	191	54	72	-2	
125	1		tony	312	189	50	70	-2	
126	1		tony	312	189	50	70	-2	
127	1		tony	311	189	50	70	-2	
128	1		tony	310	189	49	70	-2	
129	1		tony	311	187	49	70	0	
130	1		tony	313	187	49	70	0	
131	1		tony	314	185	48	70	0	
132	1		tony	316	184	48	70	0	
133	1		tony	320	184	48	70	0	
134	1		tony	323	184	48	70	0	
135	1		tony	326	183	48	70	0	
136	1		tony	331	182	49	71	0	
137	1		tony	337	179	49	72	1	
138	1		tony	344	177	50	73	1	
139	1		tony	351	174	51	74	1	
140	1		tony	356	170	52	75	1	
141	1		tony	363	167	52	75	1	
142	1		tony	368	164	53	76	1	
143	1		tony	375	161	53	76	2	
144	1		tony	379	160	53	77	2	
145	1		tony	385	158	53	77	2	
146	1		tony	391	157	53	77	4	
147	1		tony	394	156	53	77	6	
148	1		tony	397	156	53	77	6	
149	1		tony	401	156	53	77	6	
150	1		tony	402	155	54	78	6	
151	1		tony	402	154	54	78	6	
152	1		tony	402	154	54	78	6	
153	1		tony	402	154	54	78	6	
154	1		tony	399	154	54	78	6	
155	1		tony	394	154	54	78	6	
156	1		tony	390	152	54	79	3	
157	1		tony	387	152	54	79	3	
158	1		tony	382	156	54	79	3	
159	1		tony	379	160	53	78	1	
160	1		tony	380	164	53	78	1	
