1	1		emilio	172	77	29	36	-5	
2	1		emilio	172	77	29	36	-5	
3	1		emilio	172	77	29	36	-5	
4	1		emilio	176	77	29	36	-5	
5	1		emilio	175	77	29	36	-5	
6	1		emilio	176	77	29	36	-3	
7	1		emilio	177	77	29	36	-3	
8	1		emilio	177	77	29	36	-3	
9	1		emilio	178	77	29	36	-3	
10	1		emilio	178	77	29	36	-3	
11	1		emilio	177	77	29	36	-3	
12	1		emilio	177	77	29	36	-3	
13	1		emilio	177	77	29	36	-3	
14	1		emilio	175	77	29	36	-3	
15	1		emilio	175	77	29	36	-3	
16	1		emilio	175	77	29	36	-3	
17	1		emilio	175	77	29	36	-3	
18	1		emilio	175	77	29	36	-3	
19	1		emilio	175	77	29	36	-3	
20	1		emilio	175	77	29	36	-3	
21	1		emilio	175	77	29	36	-3	
22	1		emilio	175	77	29	36	-3	
23	1		emilio	175	77	29	36	-3	
24	1		emilio	174	77	29	36	-3	
25	1		emilio	174	77	29	36	-3	
26	1		emilio	175	78	29	36	-3	
27	1		emilio	175	78	29	36	-3	
28	1		emilio	175	78	29	36	-3	
29	1		emilio	176	78	29	36	-3	
30	1		emilio	176	78	29	36	-3	
31	1		emilio	177	78	29	36	-3	
32	1		emilio	177	78	29	36	-3	
33	1		emilio	177	78	29	36	-3	
34	1		emilio	179	78	29	36	-3	
35	1		emilio	180	78	29	36	-3	
36	1		emilio	184	78	29	36	-3	
37	1		emilio	185	78	29	36	-3	
38	1		emilio	185	78	29	36	-3	
39	1		emilio	189	78	29	36	-3	
40	1		emilio	189	78	29	36	-3	
41	1		emilio	198	78	29	36	-4	
42	1		emilio	198	78	29	36	-4	
43	1		emilio	198	78	29	36	-4	
44	1		emilio	206	78	29	36	-4	
45	1		emilio	206	78	29	36	-4	
46	1		emilio	213	78	29	36	-4	
47	1		emilio	213	78	29	36	-4	
48	1		emilio	213	78	29	36	-4	
49	1		emilio	219	78	30	36	-4	
50	1		emilio	219	78	30	36	-4	
51	1		emilio	220	78	30	36	-2	
52	1		emilio	220	78	30	36	-2	
53	1		emilio	220	78	30	36	-2	
54	1		emilio	218	78	30	36	-2	
55	1		emilio	217	78	30	36	-2	
56	1		emilio	209	81	31	37	-2	
57	1		emilio	208	81	31	37	-2	
58	1		emilio	208	81	31	37	-2	
59	1		emilio	193	81	31	37	-2	
60	1		emilio	193	81	31	37	-2	
61	1		emilio	172	79	33	39	-2	
62	1		emilio	172	79	33	39	-2	
63	1		emilio	172	79	33	39	-2	
64	1		emilio	145	77	35	41	0	
65	1		emilio	145	77	35	41	0	
66	1		emilio	121	78	37	43	0	
67	1		emilio	121	78	37	43	0	
68	1		emilio	121	78	37	43	0	
69	1		emilio	100	78	39	45	0	
70	1		emilio	100	78	39	45	0	
71	1		emilio	81	73	41	49	0	
72	1		emilio	81	73	41	49	0	
73	1		emilio	81	73	41	49	0	
74	1		emilio	63	73	43	51	0	
75	1		emilio	63	73	43	51	0	
76	1		emilio	50	73	45	54	0	
77	1		emilio	50	73	45	54	0	
78	1		emilio	50	73	45	54	0	
79	1		emilio	39	70	48	56	0	
80	1		emilio	39	70	48	56	0	
81	1		emilio	32	70	50	56	0	
82	1		emilio	32	70	50	56	0	
83	1		emilio	32	70	50	56	0	
84	1		emilio	32	68	50	56	0	
85	1		emilio	32	67	50	57	0	
86	1		emilio	37	67	50	57	0	
